Name,Reference,Count,Subitems names,Status,Segment,Location,Description
"Dessertteller SIMPLY 19, 10er Set",1RWUHC,6,"Dessertteller SIMPLY 19, 10er Set 1, Dessertteller SIMPLY 19, 10er Set 2, Dessertteller SIMPLY 19, 10er Set 3, Dessertteller SIMPLY 19, 10er Set 4, Dessertteller SIMPLY 19, 10er Set 5, Dessertteller SIMPLY 19, 10er Set 6",ready,artikel,SLT Rental - Bonn,"Desserteller weiß in Porzellanoptik, 19cm<br/>
Das Geschirr muss gereinigt zurück gegeben werden. <br/>
Reinigungspauschale: 2,50€"
"Dessertteller SIMPLY 19, 10er Set",DRP3ZX,40,"Dessertteller SIMPLY 19, 10er Set 1, Dessertteller SIMPLY 19, 10er Set 2, Dessertteller SIMPLY 19, 10er Set 3, Dessertteller SIMPLY 19, 10er Set 4, Dessertteller SIMPLY 19, 10er Set 5, Dessertteller SIMPLY 19, 10er Set 6, Dessertteller SIMPLY 19, 10er Set 7, Dessertteller SIMPLY 19, 10er Set 8, Dessertteller SIMPLY 19, 10er Set 9, Dessertteller SIMPLY 19, 10er Set 10, Dessertteller SIMPLY 19, 10er Set 11, Dessertteller SIMPLY 19, 10er Set 12, Dessertteller SIMPLY 19, 10er Set 13, Dessertteller SIMPLY 19, 10er Set 14, Dessertteller SIMPLY 19, 10er Set 15, Dessertteller SIMPLY 19, 10er Set 16, Dessertteller SIMPLY 19, 10er Set 17, Dessertteller SIMPLY 19, 10er Set 18, Dessertteller SIMPLY 19, 10er Set 19, Dessertteller SIMPLY 19, 10er Set 20, Dessertteller SIMPLY 19, 10er Set 21, Dessertteller SIMPLY 19, 10er Set 22, Dessertteller SIMPLY 19, 10er Set 23, Dessertteller SIMPLY 19, 10er Set 24, Dessertteller SIMPLY 19, 10er Set 25, Dessertteller SIMPLY 19, 10er Set 26, Dessertteller SIMPLY 19, 10er Set 27, Dessertteller SIMPLY 19, 10er Set 28, Dessertteller SIMPLY 19, 10er Set 29, Dessertteller SIMPLY 19, 10er Set 30, Dessertteller SIMPLY 19, 10er Set 31, Dessertteller SIMPLY 19, 10er Set 32, Dessertteller SIMPLY 19, 10er Set 33, Dessertteller SIMPLY 19, 10er Set 34, Dessertteller SIMPLY 19, 10er Set 35, Dessertteller SIMPLY 19, 10er Set 36, Dessertteller SIMPLY 19, 10er Set 37, Dessertteller SIMPLY 19, 10er Set 38, Dessertteller SIMPLY 19, 10er Set 39, Dessertteller SIMPLY 19, 10er Set 40",ready,artikel,SLT Rental - Krefeld,"Desserteller weiß in Porzellanoptik, 19cm<br/>
Das Geschirr muss gereinigt zurück gegeben werden. <br/>
Reinigungspauschale: 2,50€"
DJ Power Spark V1,EDWHU1,4,"DJ Power Spark V1, DJ Power Spark V1 02, DJ Power Spark V1 03, DJ Power Spark V1 04",ready,artikel,SLT Rental - Bonn,"Spark Machine<br/>
Inkl. Steuerpult & einer Granulat-Füllung (bis zu 10 min. Effektzeit)<br/>
jede weitere Min. wird mit 3€ berechnet<br/>
<br/>
Der Spark V-1 ist ein beeindruckender pyrotechnischer Effekt, der durch ein speziell angefertigtes Granulat Sprühfontänen bis 5 Meter Höhe erzeugen kann. <br/>
Bei diesen Fontänen handelt es sich um kalte Funken. Somit ergeben sich unzählige Einsatzgebiete für den Spark. Ob Hochzeit, Gala, Festival oder Theater - durch die rauchlose und geruchslose Arbeitsweise des Spark V-1 kann dieser so gut wie überall eingesetzt werden.

"
Kalt- Funkenfontäne,IHAKJD,4,"Spark 1, Spark 2, Spark 3, Spark 4",ready,artikel,SLT Rental - Krefeld,"Mit diesen Geräten können Sie auf Knopfdruck fantastische Fontäneneffekte für jegliche Veranstaltungen generieren. Die bis zu 6 Meter hohen Fontänen sind dabei vollkommen ungefährlich und erzeugen weder Geruch noch Rauch.<br/>
<br/>
&#9989 bis zu 6 Meter hohe Funkenfontänen<br/>
&#9989 kinderleichte Bedienung über Fernbedienung oder DMX<br/>
&#9989 höhe einstellbar<br/>
&#9989 inkl. einer Granulat-Füllung (bis zu 10 min. Effektzeit)<br/>
jede weitere Min. wird mit 3€ berechnet<br/>


"
Eibenstock Diamantbohrer EHD 1500,I578B5,1,Eibenstock Diamantbohrer EHD 1500,ready,artikel,SLT Rental - Krefeld,"Hersteller: Eibenstock<br/>
Leistungsaufnahme: 1.500 W<br/>
Nennspannung: 230 V<br/>
Nenndrehzahl: 0 - 2.000 U/min<br/>
Leerlaufdrehzahl: 0 - 3.700 U/min<br/>
Werkzeugaufnahme: M 18 außen<br/>
Spannhalsdurchmesser: 46 mm<br/>
Bohrdurchmesser: 32 - 82 mm<br/>
Gewicht: 3,9 kg<br/>
<br/>
Je nach Durchmesser und Typ der Bohrkrone wird ein Einheitspreis pro 1 mm veranschlagt. Im Mietpreis ist ein Mindestbetrag für 2 mm berücksichtigt."
Mauerschlitzfräse,KWUY1N,1,Eibenstock Mauerschlitzfräse EMF-150 Clone,ready,artikel,SLT Rental - Bonn,"
Leistungsaufnahme: 2.300 W<br/>
Nennspannung: 230 V<br/>
max. Schlitztiefe: 45 mm<br/>
max. Schlitzbreite: 46 mm<br/>
Nenndrehzahl: 4.300 U/min<br/>
Leerlaufdrehzahl: 7.500 U/min<br/>
Werkzeugaufnahme: 22,2 mm<br/>
Scheibendurchmesser: max. 150 mm<br/>
Gewicht: 6,1 kg<br/>
Im Mietpreis sind 2 mm Verschleiß je Diamanttrennscheibe enthalten. <br/>
Diamanttrennscheiben zum Kauf optional erhältlich."
Mauerschlitzfräse,XUQECL,1,Eibenstock Mauerschlitzfräse EMF-150,ready,artikel,SLT Rental - Krefeld,"
Leistungsaufnahme: 2.300 W<br/>
Nennspannung: 230 V<br/>
max. Schlitztiefe: 45 mm<br/>
max. Schlitzbreite: 46 mm<br/>
Nenndrehzahl: 4.300 U/min<br/>
Leerlaufdrehzahl: 7.500 U/min<br/>
Werkzeugaufnahme: 22,2 mm<br/>
Scheibendurchmesser: max. 150 mm<br/>
Gewicht: 6,1 kg<br/>
Im Mietpreis sind 2 mm Verschleiß je Diamanttrennscheibe enthalten. <br/>
Diamanttrennscheiben zum Kauf optional erhältlich."
Einhell Laubbläser GP-LB 36/210 Li,H9ZZD7,1,Einhell Laubbläser GP-LB 36/210 Li,ready,artikel,SLT Rental - Krefeld,"Hersteller: Einhell<br/>
neue Technologie, Bürstenloser Motor<br/>
Turbo Funktion<br/>
Sicherer Betrieb durch Überhitzungsschutz<br/>
Inkl. Reduzierdüse, Breitstrahldüse, Reflektordüse<br/>
Akkus und Ladegeräte können Sie im Zubehör auswählen. (Es werden 2 Benötigt)"
Einhell Akku Nageler TE-CN,TI6BTL,1,Einhell Akku Nageler TE-CN,ready,artikel,SLT Rental - Krefeld,"Hersteller: Einhell<br/>
Klammernbreite: 5.7 mm<br/>
Klammernlänge max.: 22 mm<br/>
Klammernlänge min.: 16 mm<br/>
Magazinkapazität Klammern: 100 Stück<br/>
Nagellänge max.: 32 mm<br/>
Nagellänge min.: 15 mm<br/>
Nagelstärke: 1 mm<br/>
Magazinkapazität Nägel: 100 Stück<br/>
Akkus und Ladegeräte können Sie im Zubehör auswählen. "
Einhell Akku Heißluftföhn TE-HA 18li ,KO8B6L,1,Einhell Akku Heißluftföhn TE-HA 18li ,ready,artikel,SLT Rental - Krefeld,"Hersteller: Einhell<br/>
2 Temperaturstufen<br/>
Sicherer Betrieb durch Überhitzungsschutz<br/>
Inkl. Reduzierdüse, Breitstrahldüse, Reflektordüse<br/>
Akkus und Ladegeräte können Sie im Zubehör auswählen. "
LED Outdoorscheinwerfer,7NA19B,1,ExpoLite TourLED 50 XCR,ready,artikel,SLT Rental - Bonn,"LED Scheinwerfer (14 x 5 Watt Osram RGBW-LED)<br/>
IP65 (<br/>
inkl. 1x PowerCon True One Kabel, 1x Super Clamp, 1x Safety 5mm"
LED Outdoorscheinwerfer,QKTPFF,36,"ExpoLite TourLED 50 XCR, ExpoLite TourLED 50 XCR, ExpoLite TourLED 50 XCR, ExpoLite TourLED 50 XCR, ExpoLite TourLED 50 XCR, ExpoLite TourLED 50 XCR, ExpoLite TourLED 50 XCR, ExpoLite TourLED 50 XCR, ExpoLite TourLED 50 XCR, ExpoLite TourLED 50 XCR, ExpoLite TourLED 50 XCR, ExpoLite TourLED 50 XCR, ExpoLite TourLED 50 XCR, ExpoLite TourLED 50 XCR, ExpoLite TourLED 50 XCR, ExpoLite TourLED 50 XCR, ExpoLite TourLED 50 XCR, ExpoLite TourLED 50 XCR, ExpoLite TourLED 50 XCR, ExpoLite TourLED 50 XCR, ExpoLite TourLED 50 XCR, ExpoLite TourLED 50 XCR, ExpoLite TourLED 50 XCR, ExpoLite TourLED 50 XCR, ExpoLite TourLED 50 XCR, ExpoLite TourLED 50 XCR, ExpoLite TourLED 50 XCR, ExpoLite TourLED 50 XCR, ExpoLite TourLED 50 XCR, ExpoLite TourLED 50 XCR, ExpoLite TourLED 50 XCR, ExpoLite TourLED 50 XCR, ExpoLite TourLED 50 XCR, ExpoLite TourLED 50 XCR, ExpoLite TourLED 50 XCR, ExpoLite TourLED 50 XCR",ready,artikel,SLT Rental - Krefeld,"LED Scheinwerfer RGBW-LED)<br/>
Statisch oder Farbprogramme möglich<br/>
Spritzwasser geschützt IP65 <br/>
inkl. 1x PowerCon True One Kabel, 1x Super Clamp, 1x Safety 5mm"
Fußplatte K1 TL,JDKD4X,18,"Fußplatte K1 TL, Fußplatte K1 TL 02, Fußplatte K1 TL 03, Fußplatte K1 TL 04, Fußplatte K1 TL 05, Fußplatte K1 TL 06, Fußplatte K1 TL 07, Fußplatte K1 TL 08, Fußplatte K1 TL 09, Fußplatte K1 TL 10, Fußplatte K1 TL 11, Fußplatte K1 TL 12, Fußplatte K1 TL 13, Fußplatte K1 TL 14, Fußplatte K1 TL 15, Fußplatte K1 TL 16, Fußplatte K1 TL 17, Fußplatte K1 TL 18",ready,artikel,SLT Rental - Bonn,"Fußplatte für Verkehrsschilder, Warnbarken oder Schrankenzäune.<br/>
Gewicht ca.: 28 kg"
Fußplatte K1 TL,WG72M2,90,"Fußplatte K1 TL, 1, Fußplatte K1 TL, 2, Fußplatte K1 TL, 3, Fußplatte K1 TL, 4, Fußplatte K1 TL, 5, Fußplatte K1 TL, 6, Fußplatte K1 TL, 7, Fußplatte K1 TL, 8, Fußplatte K1 TL, 9, Fußplatte K1 TL, 10, Fußplatte K1 TL, 11, Fußplatte K1 TL, 12, Fußplatte K1 TL, 13, Fußplatte K1 TL, 14, Fußplatte K1 TL, 15, Fußplatte K1 TL, 16, Fußplatte K1 TL, 17, Fußplatte K1 TL, 18, Fußplatte K1 TL, 19, Fußplatte K1 TL, 20, Fußplatte K1 TL, 21, Fußplatte K1 TL, 22, Fußplatte K1 TL, 23, Fußplatte K1 TL, 24, Fußplatte K1 TL, 25, Fußplatte K1 TL, 26, Fußplatte K1 TL, 27, Fußplatte K1 TL, 28, Fußplatte K1 TL, 29, Fußplatte K1 TL, 30, Fußplatte K1 TL, 31, Fußplatte K1 TL, 32, Fußplatte K1 TL, 33, Fußplatte K1 TL, 34, Fußplatte K1 TL, 35, Fußplatte K1 TL, 36, Fußplatte K1 TL, 37, Fußplatte K1 TL, 38, Fußplatte K1 TL, 39, Fußplatte K1 TL, 40, Fußplatte K1 TL, 41, Fußplatte K1 TL, 42, Fußplatte K1 TL, 43, Fußplatte K1 TL, 44, Fußplatte K1 TL, 45, Fußplatte K1 TL, 46, Fußplatte K1 TL, 47, Fußplatte K1 TL, 48, Fußplatte K1 TL, 49, Fußplatte K1 TL, 50, Fußplatte K1 TL, 51, Fußplatte K1 TL, 52, Fußplatte K1 TL, 53, Fußplatte K1 TL, 54, Fußplatte K1 TL, 55, Fußplatte K1 TL, 56, Fußplatte K1 TL, 57, Fußplatte K1 TL, 58, Fußplatte K1 TL, 59, Fußplatte K1 TL, 60, Fußplatte K1 TL, 61, Fußplatte K1 TL, 62, Fußplatte K1 TL, 63, Fußplatte K1 TL, 64, Fußplatte K1 TL, 65, Fußplatte K1 TL, 66, Fußplatte K1 TL, 67, Fußplatte K1 TL, 68, Fußplatte K1 TL, 69, Fußplatte K1 TL, 70, Fußplatte K1 TL, 71, Fußplatte K1 TL, 72, Fußplatte K1 TL, 73, Fußplatte K1 TL, 74, Fußplatte K1 TL, 75, Fußplatte K1 TL, 76, Fußplatte K1 TL, 77, Fußplatte K1 TL, 78, Fußplatte K1 TL, 79, Fußplatte K1 TL, 80, Fußplatte K1 TL, 81, Fußplatte K1 TL, 82, Fußplatte K1 TL, 83, Fußplatte K1 TL, 84, Fußplatte K1 TL, 85, Fußplatte K1 TL, 86, Fußplatte K1 TL, 87, Fußplatte K1 TL, 88, Fußplatte K1 TL, 89, Fußplatte K1 TL, 90",ready,artikel,SLT Rental - Krefeld,"Fußplatte für Verkehrsschilder, Warnbarken oder Schrankenzäune.<br/>
Gewicht ca.: 28 kg"
"Gabel groß Deluxe 19, 10er Set",5GN1EH,12,"Gabel groß Deluxe 19, 10er Set 1, Gabel groß Deluxe 19, 10er Set 2, Gabel groß Deluxe 19, 10er Set 3, Gabel groß Deluxe 19, 10er Set 4, Gabel groß Deluxe 19, 10er Set 5, Gabel groß Deluxe 19, 10er Set 6, Gabel groß Deluxe 19, 10er Set 7, Gabel groß Deluxe 19, 10er Set 8, Gabel groß Deluxe 19, 10er Set 9, Gabel groß Deluxe 19, 10er Set 10, Gabel groß Deluxe 19, 10er Set 10, Gabel groß Deluxe 19, 10er Set 10",ready,artikel,SLT Rental - Krefeld,"Gabel 19 cm, Edelstahl, Athene Poliert<br/>
Das Besteck muss gereinigt zurück gegeben werden. <br/>
Reinigungspauschale: 2,00€"
"Gabel klein Deluxe 14, 10er Set",GB31E4,10,"Gabel klein Deluxe 14, 10er Set 1, Gabel klein Deluxe 14, 10er Set 2, Gabel klein Deluxe 14, 10er Set 3, Gabel klein Deluxe 14, 10er Set 4, Gabel klein Deluxe 14, 10er Set 5, Gabel klein Deluxe 14, 10er Set 6, Gabel klein Deluxe 14, 10er Set 7, Gabel klein Deluxe 14, 10er Set 8, Gabel klein Deluxe 14, 10er Set 9, Gabel klein Deluxe 14, 10er Set 10",ready,artikel,SLT Rental - Krefeld,"Gabel 14 cm, Edelstahl, Athene Poliert<br/>
Das Besteck muss gereinigt zurück gegeben werden. <br/>
Reinigungspauschale: 2,00€"
"Gabel SIMPLY 19, 10er Set",GT8B4N,6,"Gabel SIMPLY 19, 10er Set 1, Gabel SIMPLY 19, 10er Set 2, Gabel SIMPLY 19, 10er Set 3, Gabel SIMPLY 19, 10er Set 4, Gabel SIMPLY 19, 10er Set 5, Gabel SIMPLY 19, 10er Set 6",ready,artikel,SLT Rental - Bonn,"Gabel Edelstahl, 19cm<br/>
Das Besteck muss gereinigt zurück gegeben werden. <br/>
Reinigungspauschale: 2,00€"
"Gabel SIMPLY 19, 10er Set",KX7QQ4,40,"Gabel SIMPLY 19, 10er Set 1, Gabel SIMPLY 19, 10er Set 2, Gabel SIMPLY 19, 10er Set 3, Gabel SIMPLY 19, 10er Set 4, Gabel SIMPLY 19, 10er Set 5, Gabel SIMPLY 19, 10er Set 6, Gabel SIMPLY 19, 10er Set 7, Gabel SIMPLY 19, 10er Set 8, Gabel SIMPLY 19, 10er Set 9, Gabel SIMPLY 19, 10er Set 10, Gabel SIMPLY 19, 10er Set 11, Gabel SIMPLY 19, 10er Set 12, Gabel SIMPLY 19, 10er Set 13, Gabel SIMPLY 19, 10er Set 14, Gabel SIMPLY 19, 10er Set 15, Gabel SIMPLY 19, 10er Set 16, Gabel SIMPLY 19, 10er Set 17, Gabel SIMPLY 19, 10er Set 18, Gabel SIMPLY 19, 10er Set 19, Gabel SIMPLY 19, 10er Set 20, Gabel SIMPLY 19, 10er Set 21, Gabel SIMPLY 19, 10er Set 22, Gabel SIMPLY 19, 10er Set 23, Gabel SIMPLY 19, 10er Set 24, Gabel SIMPLY 19, 10er Set 25, Gabel SIMPLY 19, 10er Set 26, Gabel SIMPLY 19, 10er Set 27, Gabel SIMPLY 19, 10er Set 28, Gabel SIMPLY 19, 10er Set 29, Gabel SIMPLY 19, 10er Set 30, Gabel SIMPLY 19, 10er Set 31, Gabel SIMPLY 19, 10er Set 32, Gabel SIMPLY 19, 10er Set 33, Gabel SIMPLY 19, 10er Set 34, Gabel SIMPLY 19, 10er Set 35, Gabel SIMPLY 19, 10er Set 36, Gabel SIMPLY 19, 10er Set 37, Gabel SIMPLY 19, 10er Set 38, Gabel SIMPLY 19, 10er Set 39, Gabel SIMPLY 19, 10er Set 40",ready,artikel,SLT Rental - Krefeld,"Gabel Edelstahl, 19cm<br/>
Das Besteck muss gereinigt zurück gegeben werden. <br/>
Reinigungspauschale: 2,00€"
Halteverbotsschilder- Set ,BDX3N5,1,"Wemas Klemmschelle K1, Wemas Klemmschelle K1, Wemas Klemmschelle K1, Wemas Klemmschelle K1, Wemas Klemmschelle K1, Wemas Klemmschelle K1, Wemas Klemmschelle K1, Wemas Klemmschelle K1, VZ Zusatz Neutral, RA1, Gr. 2, VZ Zusatz Neutral, RA1, Gr. 2, VZ 283-10, RA1, VZ 283-20, RA1",ready,artikel,SLT Rental - Bonn,"Mit dem 18-teiligen Komplett-Set stellen Sie Ihre mobile Halteverbotszonen-Kennzeichnung noch standfester auf!<br/>
<br/>
Standfestigkeit: Klasse RA2 (mit 2 Fußplatten!)<br/>
Reflektionsklasse: RA1<br/>
Die Zusatzschilder mit schwarzem Rand entsprechen der StVO-Größe 1 und können individuell genutzt werden, um z. B. Verkehrsteilnehmer auf den Grund oder Zeitraum des Haltverbots hinzuweisen.<br/>
<br/>
Die Haltverbotsschilder müssen Sie vier Tage vor dem Nutzungstag aufstellen!<br/>
<br/>
Wenn wir für Sie die Beantragung übernehmen sollen, beachten Sie bitte die Vorlaufzeit der Stadt von min. 14 Werktagen.<br/>
Sollte die Genehmeigung bereits vorliegen, senden Sie uns bitte eine Kopie per E- Mail an: mieten@slt-rental.de"
Halteverbotsschilder- Set,ONFC2E,1,"Wemas Klemmschelle K1, Wemas Klemmschelle K1, Wemas Klemmschelle K1, Wemas Klemmschelle K1, Wemas Klemmschelle K1, Wemas Klemmschelle K1, Wemas Klemmschelle K1, Wemas Klemmschelle K1, VZ Zusatz Neutral, RA1, Gr. 2, VZ Zusatz Neutral, RA1, Gr. 2, VZ 283-10, RA1, VZ 283-20, RA1",ready,artikel,SLT Rental - Krefeld,"Mit dem 18-teiligen Komplett-Set stellen Sie Ihre mobile Halteverbotszonen-Kennzeichnung noch standfester auf!<br/>
<br/>
Standfestigkeit: Klasse RA2 (mit 2 Fußplatten!)<br/>
Reflektionsklasse: RA1<br/>
Die Zusatzschilder mit schwarzem Rand entsprechen der StVO-Größe 1 und können individuell genutzt werden, um z. B. Verkehrsteilnehmer auf den Grund oder Zeitraum des Haltverbots hinzuweisen.<br/>
<br/>
Die Haltverbotsschilder müssen Sie vier Tage vor dem Nutzungstag aufstellen!<br/>
<br/>
Wenn wir für Sie die Beantragung übernehmen sollen, beachten Sie bitte die Vorlaufzeit der Stadt von min. 14 Werktagen.<br/>
Sollte die Genehmeigung bereits vorliegen, senden Sie uns bitte eine Kopie per E- Mail an: mieten@slt-rental.de"
"HappyHop Hüpfburg Lamar 2,8x2,1m",WKM6GJ,1,"HappyHop Hüpfburg Lamar 2,8x2,1m Clone",ready,artikel,SLT Rental - Bonn,"Lamar Hüpfburg 2,80 m x 2,10 m x 1,85 m inkl. Gebläse<br/>
Aufblasbare Burg mit Basketball Korb<br/>
Bietet viel Platz zum Springen und Toben <br/>
Gesamte Hüpfburg ist vollständig von einem Sicherheitsnetz umgeben<br/>
Maximal zulässiges Gewicht 90 kg <br/>
Maximal zulässige Anzahl von Kindern 2<br/>
Altersbeschränkung: 3 – 10 Jahre   <br/>
Aufbau:  ~ 5 min <br/>
Gewicht: 6,4 kg <br/>
Nähte des Gewebes sind doppelt vernäht<br/>
Zubehör: Tragekiste, Gebläse 300 Watt, Gewebeplane & 8 x Heringe zur Fixierung im Boden 
"
"HappyHop Hüpfburg Lamar 2,8x2,1m",RC5ZQQ,1,"Hüpfburg Lamar 2,8x2,1m",ready,artikel,SLT Rental - Krefeld,"Lamar Hüpfburg 2,80 m x 2,10 m x 1,85 m inkl. Gebläse<br/>
Aufblasbare Burg mit Basketball Korb<br/>
Bietet viel Platz zum Springen und Toben <br/>
Gesamte Hüpfburg ist vollständig von einem Sicherheitsnetz umgeben<br/>
Maximal zulässiges Gewicht 90 kg <br/>
Maximal zulässige Anzahl von Kindern 2<br/>
Altersbeschränkung: 3 – 10 Jahre   <br/>
Aufbau:  ~ 5 min <br/>
Gewicht: 6,4 kg <br/>
Nähte des Gewebes sind doppelt vernäht<br/>
Zubehör: Tragekiste, Gebläse 300 Watt, Gewebeplane & 8 x Heringe zur Fixierung im Boden 
"
Hüpfburg Wasserpark 3m x4m,JLXJUH,1,Wasserpark,ready,artikel,SLT Rental - Krefeld,"Wasserpark Hüpfburg 3 m x 4 m x 2,25 m inkl. Gebläse<br/>
Hüpfburg mit Kletterturm, Rutsche und Pool<br/>
Maximal zulässiges Gewicht 60 kg <br/>
Maximal zulässige Anzahl von Kindern 3<br/>
Altersbeschränkung: 3 – 5 Jahre   <br/>
Aufbau:  ~ 5 min <br/>
Gewicht: 20 kg <br/>
Nähte des Gewebes sind doppelt vernäht<br/>
Zubehör: Tragekiste, Gebläse 300 Watt, Gewebeplane & 8 x Heringe zur Fixierung im Boden 

Die Hüpfburg muss trocken zurückgegeben werden. 
"
Hüpfburg Wasserpark 3m x4m ,2NA195,1,Hüpfburg Wasserpark 3mx4m,ready,artikel,SLT Rental - Bonn,"Wasserpark Hüpfburg 3 m x 4 m x 2,25 m inkl. Gebläse<br/>
Hüpfburg mit Kletterturm, Rutsche und Pool<br/>
Maximal zulässiges Gewicht 60 kg <br/>
Maximal zulässige Anzahl von Kindern 3<br/>
Altersbeschränkung: 3 – 5 Jahre   <br/>
Aufbau:  ~ 5 min <br/>
Gewicht: 20 kg <br/>
Nähte des Gewebes sind doppelt vernäht<br/>
Zubehör: Tragekiste, Gebläse 300 Watt, Gewebeplane & 8 x Heringe zur Fixierung im Boden 

Die Hüpfburg muss trocken zurückgegeben werden. 
"
2700 kg Rückwärtskippanhänger,131K99,1,"2700 kg Rückwärtskipper, 1647",ready,artikel,SLT Rental - Bonn 24/7,"Hersteller: Temared<br/>
Ladeflächenmaß: (LxBxH)312 x 155 x 40 cm<br/>
Gesamtgewicht: 2700 kg<br/>
Nutzlast: ca. 1990 kg<br/>
Anschluss Typ: 13 Pol (Adapter erhältlich)<br/>
Extras: Auffahrrampen, elektrische Kippfunktion<br/>
Benötigter Führerschein: Klasse 3 oder BE<br/>
Voraussetzung 100 Km/h: Zugfahrzeug muss ein Leergewicht von 2455 Kg eingetragen haben "
"Hüpfburg Rollercoaster 4,9x4m",A92U2I,1,Rollercoaster,ready,artikel,SLT Rental - Krefeld,"Rollercoaster Hüpfburg 4,9 m x 4 m x 3,5 m inkl. Gebläse<br/>
Aufblasbare Burg mit Rutsche<br/>
Bietet viel Platz zum Springen und Toben <br/>
Gesamte Hüpfburg ist vollständig von einer Wand umgeben<br/>
Maximal zulässiges Gewicht 450 kg <br/>
Maximal zulässige Anzahl von Kindern 6<br/>
Altersbeschränkung: 3 – 16 Jahre   <br/>
Aufbau:  ~ 10 min <br/>
Gewicht: 100 kg <br/>
Nähte des Gewebes sind doppelt vernäht<br/>
Zubehör: Tragesack, Gebläse 1100 Watt, Gewebeplane & 8 x Heringe zur Fixierung im Boden 
"
"Hüpfburg Clown 6,1x5,2m",Y6ASNV,1,Clown Super,ready,artikel,SLT Rental - Krefeld,"Hüpfburg Clown 6,1 m x 5,2 m x 5,9 m inkl. Gebläse<br/>
Aufblasbare Burg mit großer Springfläche<br/>
Bietet viel Platz zum Springen und Toben <br/>
Gesamte Hüpfburg ist vollständig von einer Wand umgeben<br/>
Maximal zulässiges Gewicht 450 kg <br/>
Maximal zulässige Anzahl von Kindern 6<br/>
Altersbeschränkung: 3 – 16 Jahre   <br/>
Aufbau:  ~ 10 min <br/>
Gewicht: 150 kg <br/>
Nähte des Gewebes sind doppelt vernäht<br/>
Zubehör: Tragesack, Gebläse 1500 Watt, Gewebeplane & 8 x Heringe zur Fixierung im Boden 
"
"Hüpfburg Rollercoaster 4,9x4m",TRHPW2,1,Rollercoaster,disabled,artikel,SLT Rental - Krefeld,"Rollercoaster Hüpfburg 4,9 m x 4 m x 3,5 m inkl. Gebläse<br/>
Aufblasbare Burg mit Rutsche<br/>
Bietet viel Platz zum Springen und Toben <br/>
Gesamte Hüpfburg ist vollständig von einer Wand umgeben<br/>
Maximal zulässiges Gewicht 450 kg <br/>
Maximal zulässige Anzahl von Kindern 6<br/>
Altersbeschränkung: 3 – 16 Jahre   <br/>
Aufbau:  ~ 10 min <br/>
Gewicht: 100 kg <br/>
Nähte des Gewebes sind doppelt vernäht<br/>
Zubehör: Tragesack, Gebläse 1100 Watt, Gewebeplane & 8 x Heringe zur Fixierung im Boden 
"
2700 kg Rückwärtskippanhänger,Q9IXR8,1,"2700 kg Rückwärtskipper, 1627",ready,artikel,SLT Rental - Krefeld 24/7,"Hersteller: Temared<br/>
Ladeflächenmaß: 300 x 150 x 40 cm<br/>
Gesamtgewicht: 2700 kg<br/>
Nutzlast: ca. 1990 kg<br/>
Anschluss Typ: 13 Pol (Adapter erhältlich)<br/>
Extras: Auffahrrampen, elektrische Kippfunktion<br/>
Benötigter Führerschein: Klasse 3 oder BE<br/>
Voraussetzung 100 Km/h: Zugfahrzeug muss ein Leergewicht von 2455 Kg eingetragen haben "
3500 kg Planenanhänger,5L3GWF,1,Hulco 3500 kg Planenanhänger,ready,artikel,SLT Rental - Krefeld 24/7,"Hersteller: Hulco<br/>
Ladeflächenmaß: (LxBxH)400 x 200 x 210 cm<br/>
Gesamtgewicht: 3500 kg<br/>
Nutzlast: ca. 2800 kg<br/>
Anschluss Typ: 13 Pol (Adapter erhältlich)<br/>
Extras: Auffahrrampen<br/>
Auch zum Transport von PKWs oder ähnliches geeignet. <br/>
Benötigter Führerschein: Klasse 3 oder BE <br/>
Voraussetzung 100 Km/h: Zugfahrzeug muss ein Leergewicht von 3182 Kg eingetragen haben <br/>
Auslandsfahrt nur mit Auslandsfahrt Haftpflichterweiterung! (kann bei der Reservierung ausgewählt werden)"
3500 kg Planenanhänger XXL,SHR5LA,1,Hulco 3500 kg Planenanhänger XXL,ready,artikel,SLT Rental - Krefeld 24/7,"Ladeflächenmaß: (LxBxH)600 x 250 x 250 cm<br/>
Gesamtgewicht: 3500 kg<br/>
Nutzlast: ca. 2800 kg<br/>
Anschluss Typ: 13 Pol (Adapter erhältlich)<br/>
Extras: Gardinen- Planensystem (Über volle Länge beladbar)<br/>
Benötigter Führerschein: Klasse 3 oder BE <br/>
Voraussetzung 100 Km/h: Zugfahrzeug muss ein Leergewicht von 3182 Kg eingetragen haben <br/>
Auslandsfahrt nur mit Auslandsfahrt Haftpflichterweiterung! (kann bei der Reservierung ausgewählt werden)"
K&M 21366 Distanzstange,MVFUVW,4,"K&M 21366 Distanzstange 1, K&M 21366 Distanzstange 2, K&M 21366 Distanzstange 3, K&M 21366 Distanzstange 4",ready,artikel,SLT Rental - Krefeld,
"Kaffeetasse, 12er Set",UY8AV1,3,"Kaffeetasse, 12er Set, 2, Kaffeetasse, 12er Set, 2, Kaffeetasse, 12er Set, 3",ready,artikel,SLT Rental - Bonn,"Kaffeetasse weiß aus Porzelan inkl. Untertasse<br/>
Fassungsvermögen: ca. 200 ml<br/>
Durchmesser Untertasse: 16 cm<br/>
Die Tassen müssen gereinigt zurück gegeben werden. <br/>
Reinigungspauschale: 2,50€/Set"
